id,task,user_id,project_id,samples,process,scheduled_at,started_at,finished_at
5;spatialGE_9999_11_1691176134055;9999;11;0;;"2023-08-04 15:08:54";"2023-08-04 15:08:54";"2023-08-04 15:09:02"
6;spatialGE_9999_11_1691177296999;9999;11;0;createStList;"2023-08-04 15:28:17";"2023-08-04 15:28:17";"2023-08-04 15:28:25"
